Company,Job Title,Location,Remote,Experience Level,Date Posted,Easy Apply,Applicants,Required Skills,Salary
Peroptyx,Freelance Online Data Analyst,France,No,Freelance,2025-01-24,Yes,439,"Python, Data Visualization, Excel, Tableau, Statistics",Not Disclosed
Dataleum,Data Scientist,Norway,Yes,Internship,2025-02-04,Yes,320,"Tableau, Power BI, Python, Data Visualization, Excel, SQL",$50K - $70K
Dataleum,Freelance Online Data Analyst,France,No,Mid-level,2025-02-09,Yes,300,"Python, Data Visualization, Big Data",$50K - $70K
Dataleum,Online Data Analyst,Poland,No,Freelance,2025-02-13,Yes,431,"Excel, Tableau, ETL, Data Visualization, Machine Learning, SQL",€35K - €45K
Oeson Learning™,Freelance Online Data Analyst,United Kingdom,Yes,Senior,2025-02-16,No,370,"Excel, Big Data, Machine Learning, Tableau, Data Visualization",£40K - £50K
TELUS Digital,Data Science Intern,Germany,Yes,Internship,2025-02-03,Yes,92,"ETL, Excel, SQL, Data Visualization, Statistics, Big Data",Not Disclosed
Found By Few,Trainee Data Analyst,Spain,No,Mid-level,2025-02-14,No,242,"Statistics, Excel, SQL, ETL, Tableau",€35K - €45K
Peroptyx,Data Scientist,France,No,Mid-level,2025-02-06,No,336,"Tableau, SQL, Big Data, Statistics",$70K - $90K
TELUS Digital,Trainee Data Analyst,United Kingdom,No,Senior,2025-01-29,No,482,"ETL, Machine Learning, Big Data, Statistics",€35K - €45K
Binance,Data Scientist,Portugal,Yes,Fellowship,2025-02-02,No,452,"Statistics, Data Visualization, ETL, Big Data, Tableau, SQL",$70K - $90K
Cochrane,Trainee Data Analyst,Spain,Yes,Trainee,2025-02-03,Yes,415,"Python, Tableau, Statistics, Data Visualization, SQL",£40K - £50K
Cochrane,Online Data Analyst,UAE,Yes,Entry-level,2025-01-27,No,301,"Machine Learning, Tableau, Excel, Data Visualization, Power BI",€35K - €45K
CapsLock,Freelance Online Data Analyst,UAE,No,Trainee,2025-01-29,No,77,"Python, Power BI, ETL, Statistics, Big Data, Machine Learning",$70K - $90K
Found By Few,Freelance Online Data Analyst,UAE,Yes,Trainee,2025-02-01,Yes,352,"Statistics, Data Visualization, Machine Learning, Tableau, Power BI",$70K - $90K
CapsLock,Data Scientist,Italy,No,Mid-level,2025-02-16,Yes,240,"SQL, Tableau, Statistics, Machine Learning",£30K - £40K
TELUS Digital,Data Scientist,Saudi Arabia,Yes,Internship,2025-02-01,No,228,"Power BI, Machine Learning, SQL, Excel, Statistics, Big Data",$50K - $70K
Cochrane,Data Analyst,Poland,Yes,Freelance,2025-01-26,Yes,62,"ETL, Power BI, Machine Learning, Statistics",£30K - £40K
CapsLock,Data Science Intern,United Kingdom,No,Mid-level,2025-01-31,No,67,"Power BI, Big Data, SQL, Excel, Tableau, ETL",$70K - $90K
TELUS Digital,Freelance Online Data Analyst,Germany,No,Trainee,2025-01-25,No,131,"Tableau, Python, Power BI",€50K - €60K
CONNECTMETA.AI,Sustainability Data Analyst,UAE,Yes,Freelance,2025-01-25,Yes,337,"Data Visualization, Python, Statistics",€35K - €45K
TELUS Digital,Data Science Intern,Nigeria,No,Entry-level,2025-02-16,No,182,"SQL, Python, Power BI",$70K - $90K
Found By Few,Sustainability Data Analyst,Italy,No,Fellowship,2025-02-08,Yes,480,"Big Data, SQL, Data Visualization, Power BI, ETL, Python",$70K - $90K
TELUS Digital,Online Data Analyst,United Kingdom,No,Fellowship,2025-02-06,No,216,"Big Data, Machine Learning, Tableau, Data Visualization, Power BI",$70K - $90K
Peroptyx,Data Analyst,France,No,Fellowship,2025-02-09,Yes,140,"Machine Learning, ETL, SQL, Excel, Data Visualization, Tableau",£40K - £50K
CONNECTMETA.AI,Data Scientist,UAE,Yes,Senior,2025-02-11,Yes,419,"Statistics, Python, Data Visualization, Excel, Machine Learning, SQL",€50K - €60K
Cochrane,Data Science Intern,Portugal,No,Entry-level,2025-02-09,No,433,"Machine Learning, ETL, SQL, Excel, Big Data, Data Visualization",£30K - £40K
CONNECTMETA.AI,Online Data Analyst,Poland,No,Entry-level,2025-01-24,No,77,"Tableau, Statistics, Machine Learning, Big Data, Python",$70K - $90K
Found By Few,Trainee Data Analyst,UAE,No,Fellowship,2025-01-28,No,70,"Statistics, Big Data, Excel, SQL, Power BI, Tableau",£30K - £40K
Cochrane,Sustainability Data Analyst,Norway,Yes,Mid-level,2025-02-20,No,372,"Statistics, Python, Tableau, ETL",$70K - $90K
CapsLock,Sustainability Data Analyst,Poland,Yes,Mid-level,2025-02-05,No,42,"Excel, Big Data, Statistics, Python",€50K - €60K
Binance,Data Science Intern,United Kingdom,Yes,Freelance,2025-01-26,Yes,323,"Python, Big Data, Power BI, ETL, Excel",$70K - $90K
Oeson Learning™,Data Scientist,France,Yes,Internship,2025-02-18,No,383,"Data Visualization, Big Data, Machine Learning, SQL, ETL",£30K - £40K
Talent Glider,Sustainability Data Analyst,Saudi Arabia,No,Internship,2025-02-06,No,297,"Excel, Power BI, ETL, SQL",€35K - €45K
Binance,Online Data Analyst,United Kingdom,No,Trainee,2025-01-28,No,451,"Statistics, ETL, Tableau",£30K - £40K
TELUS Digital,Freelance Online Data Analyst,Italy,No,Freelance,2025-02-03,Yes,315,"Machine Learning, Python, SQL, Excel, ETL, Data Visualization",€50K - €60K
Talent Glider,Sustainability Data Analyst,Spain,No,Internship,2025-01-31,Yes,388,"Power BI, SQL, ETL, Tableau, Excel, Big Data",£30K - £40K
TELUS Digital,Sustainability Data Analyst,Nigeria,Yes,Entry-level,2025-02-12,Yes,166,"SQL, ETL, Data Visualization, Statistics, Machine Learning, Python",$70K - $90K
Talent Glider,Online Data Analyst,Ireland,Yes,Trainee,2025-02-01,No,448,"ETL, Data Visualization, Machine Learning",£30K - £40K
Cochrane,Data Analyst,Spain,Yes,Internship,2025-01-25,Yes,244,"Machine Learning, Big Data, ETL, Data Visualization, Excel",€35K - €45K
Talent Glider,Freelance Online Data Analyst,Italy,No,Mid-level,2025-02-07,Yes,251,"Power BI, Python, Excel, Tableau",€35K - €45K
Dataleum,Freelance Online Data Analyst,France,Yes,Freelance,2025-02-15,No,199,"Python, Tableau, Machine Learning, Power BI, Excel, Statistics",€50K - €60K
CapsLock,Data Science Intern,Saudi Arabia,No,Fellowship,2025-01-31,Yes,448,"Machine Learning, Power BI, SQL",€35K - €45K
CONNECTMETA.AI,Data Science Intern,Ireland,No,Fellowship,2025-02-04,Yes,444,"Statistics, Excel, Data Visualization, ETL, Big Data",€35K - €45K
CapsLock,Data Scientist,United Kingdom,Yes,Internship,2025-02-07,No,146,"ETL, SQL, Statistics",$50K - $70K
Binance,Data Analyst,France,No,Mid-level,2025-02-21,No,94,"Power BI, Machine Learning, Statistics, Tableau, Excel",$50K - $70K
Cochrane,Online Data Analyst,Nigeria,Yes,Trainee,2025-02-21,No,394,"SQL, Power BI, Machine Learning",€50K - €60K
Cochrane,Online Data Analyst,Nigeria,No,Freelance,2025-02-19,No,461,"Machine Learning, Power BI, Excel, Data Visualization, SQL, Statistics",$70K - $90K
CapsLock,Data Scientist,Spain,No,Freelance,2025-01-31,Yes,368,"Statistics, ETL, Power BI, Python",£30K - £40K
Binance,Online Data Analyst,Spain,No,Mid-level,2025-02-06,No,321,"SQL, Python, Power BI, Big Data",€35K - €45K
Cochrane,Sustainability Data Analyst,Germany,Yes,Senior,2025-02-17,Yes,193,"Python, Tableau, Big Data, Power BI",€50K - €60K
Dataleum,Freelance Online Data Analyst,United Kingdom,Yes,Entry-level,2025-02-10,No,347,"SQL, Data Visualization, Excel, Statistics, Power BI",$50K - $70K
TELUS Digital,Trainee Data Analyst,Saudi Arabia,Yes,Fellowship,2025-02-17,Yes,66,"Excel, Machine Learning, Big Data, ETL, Tableau, Power BI",€50K - €60K
CapsLock,Sustainability Data Analyst,Saudi Arabia,No,Trainee,2025-01-24,Yes,494,"SQL, Statistics, ETL",$50K - $70K
TELUS Digital,Data Scientist,Saudi Arabia,Yes,Internship,2025-02-10,Yes,341,"Big Data, Data Visualization, Machine Learning",€35K - €45K
TELUS Digital,Freelance Online Data Analyst,United Kingdom,Yes,Senior,2025-02-12,No,125,"Statistics, Excel, Big Data, Power BI, SQL",€50K - €60K
TELUS Digital,Data Science Intern,Poland,No,Senior,2025-01-31,No,192,"Tableau, Data Visualization, Power BI",£40K - £50K
TELUS Digital,Data Science Intern,France,No,Trainee,2025-02-20,No,373,"Machine Learning, ETL, Big Data, Excel, Tableau, Power BI",Not Disclosed
Oeson Learning™,Online Data Analyst,Saudi Arabia,No,Senior,2025-02-22,Yes,202,"Big Data, Statistics, Tableau, SQL",$50K - $70K
Binance,Trainee Data Analyst,Germany,Yes,Internship,2025-02-19,Yes,369,"Machine Learning, Tableau, Python",$50K - $70K
TELUS Digital,Sustainability Data Analyst,Germany,Yes,Fellowship,2025-02-15,Yes,455,"ETL, Machine Learning, Python, Excel",£40K - £50K
Dataleum,Sustainability Data Analyst,United Kingdom,No,Internship,2025-01-27,No,281,"Tableau, Power BI, SQL, Data Visualization",Not Disclosed
Talent Glider,Sustainability Data Analyst,United Kingdom,No,Mid-level,2025-02-11,Yes,401,"Statistics, Tableau, SQL",$50K - $70K
CapsLock,Online Data Analyst,Italy,No,Internship,2025-02-13,Yes,156,"ETL, Machine Learning, SQL, Tableau, Power BI, Statistics",£30K - £40K
Peroptyx,Trainee Data Analyst,Nigeria,No,Entry-level,2025-02-15,No,262,"Data Visualization, Power BI, Tableau, Excel",€35K - €45K
Binance,Trainee Data Analyst,France,No,Freelance,2025-02-19,No,189,"Tableau, Data Visualization, Statistics",£40K - £50K
CapsLock,Data Scientist,Poland,No,Internship,2025-01-29,Yes,389,"Machine Learning, Data Visualization, Power BI, Big Data, Statistics",£40K - £50K
Found By Few,Sustainability Data Analyst,Portugal,No,Entry-level,2025-01-24,Yes,183,"Excel, ETL, Statistics, Machine Learning, Python, Big Data",$70K - $90K
Oeson Learning™,Freelance Online Data Analyst,Poland,Yes,Trainee,2025-02-17,No,254,"Excel, Python, Power BI",$70K - $90K
CapsLock,Data Analyst,Portugal,Yes,Mid-level,2025-02-14,No,436,"Power BI, Statistics, Python",€35K - €45K
TELUS Digital,Data Scientist,Germany,Yes,Senior,2025-02-15,No,271,"Tableau, SQL, ETL",€50K - €60K
CONNECTMETA.AI,Trainee Data Analyst,Italy,No,Freelance,2025-02-17,No,99,"SQL, Data Visualization, Statistics",$50K - $70K
CapsLock,Data Analyst,Spain,Yes,Entry-level,2025-02-04,Yes,420,"Big Data, ETL, Power BI, Excel, SQL, Tableau",£40K - £50K
CONNECTMETA.AI,Data Science Intern,France,Yes,Freelance,2025-01-30,No,178,"Data Visualization, SQL, Machine Learning, Statistics, Python, ETL",£30K - £40K
Peroptyx,Data Analyst,Saudi Arabia,Yes,Senior,2025-01-31,No,66,"Python, Data Visualization, Statistics, Excel, Big Data, Machine Learning",$50K - $70K
Dataleum,Freelance Online Data Analyst,Norway,Yes,Fellowship,2025-02-07,Yes,490,"Machine Learning, Excel, Big Data, Data Visualization",Not Disclosed
CONNECTMETA.AI,Data Analyst,Italy,No,Freelance,2025-02-08,Yes,359,"Excel, SQL, Tableau, Data Visualization",$50K - $70K
Dataleum,Freelance Online Data Analyst,Nigeria,No,Entry-level,2025-02-16,No,371,"Big Data, Excel, ETL, Power BI, SQL",€35K - €45K
CONNECTMETA.AI,Data Scientist,Ireland,Yes,Entry-level,2025-02-19,No,194,"Tableau, Power BI, Excel, Statistics, ETL",$70K - $90K
Found By Few,Sustainability Data Analyst,UAE,No,Freelance,2025-01-27,No,318,"Data Visualization, Python, ETL, Power BI, Tableau",$70K - $90K
Oeson Learning™,Data Scientist,Norway,Yes,Internship,2025-02-15,No,188,"Data Visualization, Machine Learning, Statistics, ETL",€35K - €45K
Dataleum,Freelance Online Data Analyst,United Kingdom,Yes,Fellowship,2025-02-02,No,377,"Excel, Big Data, Power BI, Statistics, Machine Learning, Data Visualization",£30K - £40K
Found By Few,Freelance Online Data Analyst,Spain,Yes,Freelance,2025-01-28,No,121,"Excel, Data Visualization, Tableau, ETL, SQL",€50K - €60K
CONNECTMETA.AI,Data Science Intern,United Kingdom,Yes,Internship,2025-01-24,No,81,"Excel, Power BI, ETL",Not Disclosed
Binance,Trainee Data Analyst,Ireland,Yes,Trainee,2025-01-29,Yes,143,"Machine Learning, Power BI, SQL",€35K - €45K
CapsLock,Data Analyst,Germany,Yes,Internship,2025-01-31,No,490,"SQL, Python, Big Data, Data Visualization, Power BI",£30K - £40K
Cochrane,Trainee Data Analyst,UAE,Yes,Internship,2025-02-10,No,308,"Python, Tableau, Excel, Machine Learning, ETL, Data Visualization",$50K - $70K
Binance,Data Science Intern,Ireland,Yes,Entry-level,2025-02-14,Yes,109,"Power BI, Python, Data Visualization, SQL",$50K - $70K
Oeson Learning™,Freelance Online Data Analyst,Spain,No,Trainee,2025-01-26,Yes,331,"Python, ETL, Big Data, Statistics, Tableau, Machine Learning",£30K - £40K
Talent Glider,Freelance Online Data Analyst,Ireland,Yes,Internship,2025-02-01,Yes,230,"Excel, Big Data, Machine Learning, Statistics, ETL",£40K - £50K
CONNECTMETA.AI,Sustainability Data Analyst,Spain,No,Entry-level,2025-01-29,No,98,"Excel, Data Visualization, Statistics, SQL, Machine Learning",Not Disclosed
TELUS Digital,Data Science Intern,Ireland,Yes,Freelance,2025-01-25,No,239,"ETL, Excel, Machine Learning, Statistics",$50K - $70K
CapsLock,Data Science Intern,Saudi Arabia,No,Mid-level,2025-02-16,No,271,"Power BI, ETL, Tableau, Big Data, Machine Learning, Data Visualization",€50K - €60K
TELUS Digital,Trainee Data Analyst,Saudi Arabia,No,Senior,2025-02-01,No,100,"Power BI, Excel, Python, Machine Learning, Tableau, Big Data",$50K - $70K
Oeson Learning™,Sustainability Data Analyst,Portugal,Yes,Entry-level,2025-01-26,Yes,386,"SQL, Big Data, Statistics",$70K - $90K
Found By Few,Online Data Analyst,Germany,Yes,Entry-level,2025-01-28,No,122,"ETL, Statistics, SQL",Not Disclosed
TELUS Digital,Data Analyst,United Kingdom,Yes,Entry-level,2025-02-19,No,178,"Machine Learning, Tableau, Big Data, Python, Statistics, Power BI",£40K - £50K
Peroptyx,Trainee Data Analyst,Saudi Arabia,No,Trainee,2025-02-18,No,344,"Big Data, Tableau, Machine Learning, ETL, Python, Data Visualization",$70K - $90K
Oeson Learning™,Trainee Data Analyst,Nigeria,No,Entry-level,2025-02-04,No,85,"ETL, Big Data, Power BI, Data Visualization",€35K - €45K
CapsLock,Freelance Online Data Analyst,Poland,Yes,Trainee,2025-01-30,No,313,"Machine Learning, Big Data, Power BI, ETL, Tableau, Statistics",Not Disclosed
Binance,Freelance Online Data Analyst,United Kingdom,No,Mid-level,2025-02-21,No,132,"Power BI, Statistics, ETL, Excel, Big Data",£30K - £40K
TELUS Digital,Trainee Data Analyst,Norway,Yes,Mid-level,2025-02-15,Yes,450,"Big Data, Power BI, ETL, Data Visualization",$70K - $90K
Talent Glider,Data Scientist,Norway,Yes,Mid-level,2025-02-16,No,225,"Power BI, Tableau, Big Data, Machine Learning, Python",£30K - £40K
TELUS Digital,Online Data Analyst,Italy,No,Mid-level,2025-01-27,No,59,"Big Data, Python, Power BI, Tableau",Not Disclosed
Oeson Learning™,Sustainability Data Analyst,Nigeria,No,Internship,2025-02-01,Yes,245,"Data Visualization, Statistics, Tableau, Big Data",€35K - €45K
CapsLock,Data Science Intern,Ireland,Yes,Internship,2025-02-08,No,25,"SQL, Big Data, Data Visualization, Excel",£30K - £40K
Talent Glider,Data Scientist,Saudi Arabia,Yes,Fellowship,2025-02-11,No,257,"Big Data, Tableau, Python, SQL, Power BI",Not Disclosed
Binance,Data Analyst,Germany,No,Fellowship,2025-02-11,Yes,452,"Big Data, SQL, Data Visualization, Statistics, Excel",€50K - €60K
Binance,Freelance Online Data Analyst,Italy,No,Internship,2025-01-30,Yes,263,"Machine Learning, SQL, Statistics",£40K - £50K
Dataleum,Online Data Analyst,UAE,Yes,Trainee,2025-01-29,No,494,"Power BI, SQL, Python, Machine Learning",€50K - €60K
CONNECTMETA.AI,Online Data Analyst,Nigeria,No,Senior,2025-01-25,Yes,30,"Tableau, Data Visualization, SQL",Not Disclosed
Dataleum,Online Data Analyst,Norway,Yes,Mid-level,2025-02-02,No,333,"Tableau, SQL, Big Data, Data Visualization, Statistics",£30K - £40K
TELUS Digital,Data Scientist,France,No,Entry-level,2025-02-15,Yes,167,"Big Data, Tableau, Machine Learning, Python, Statistics",£40K - £50K
Binance,Data Scientist,Portugal,Yes,Trainee,2025-02-19,Yes,379,"Power BI, Tableau, Machine Learning, ETL",$70K - $90K
Peroptyx,Online Data Analyst,Ireland,No,Mid-level,2025-01-31,Yes,353,"Machine Learning, Power BI, SQL",€50K - €60K
Binance,Online Data Analyst,Nigeria,Yes,Mid-level,2025-02-04,No,197,"Data Visualization, Machine Learning, Excel",Not Disclosed
CONNECTMETA.AI,Sustainability Data Analyst,Spain,Yes,Fellowship,2025-02-09,Yes,349,"ETL, Machine Learning, Big Data",€50K - €60K
Peroptyx,Sustainability Data Analyst,Ireland,Yes,Entry-level,2025-02-11,No,43,"Power BI, Big Data, Statistics, ETL, Data Visualization",£30K - £40K
Cochrane,Freelance Online Data Analyst,France,Yes,Freelance,2025-02-16,No,294,"Python, Data Visualization, ETL, Tableau, Machine Learning",Not Disclosed
Talent Glider,Data Scientist,Ireland,No,Mid-level,2025-01-26,Yes,149,"SQL, ETL, Big Data, Data Visualization",$70K - $90K
CONNECTMETA.AI,Data Analyst,Saudi Arabia,No,Entry-level,2025-02-21,No,170,"Excel, Big Data, Machine Learning, Power BI",Not Disclosed
Found By Few,Data Science Intern,Portugal,Yes,Internship,2025-02-06,No,56,"Excel, ETL, Statistics, Machine Learning, Power BI",€35K - €45K
CapsLock,Data Science Intern,UAE,Yes,Freelance,2025-01-25,No,333,"Big Data, Excel, Machine Learning, Power BI, Tableau",€35K - €45K
Cochrane,Data Scientist,Norway,Yes,Mid-level,2025-02-04,No,148,"Excel, Tableau, ETL",€50K - €60K
TELUS Digital,Data Science Intern,Germany,Yes,Internship,2025-02-07,No,424,"Tableau, Machine Learning, Big Data",€50K - €60K
TELUS Digital,Data Scientist,Nigeria,No,Trainee,2025-02-17,No,410,"Excel, Power BI, Machine Learning, SQL, Statistics, Big Data",€50K - €60K
Oeson Learning™,Data Science Intern,Poland,Yes,Freelance,2025-02-10,Yes,211,"Data Visualization, Excel, Machine Learning, Power BI, Statistics, Python",£40K - £50K
TELUS Digital,Data Analyst,Poland,Yes,Trainee,2025-02-19,Yes,428,"Python, Big Data, Statistics, Power BI, Data Visualization, ETL",£30K - £40K
Peroptyx,Online Data Analyst,Spain,Yes,Freelance,2025-02-16,No,112,"Machine Learning, Tableau, Python",€35K - €45K
Peroptyx,Trainee Data Analyst,Italy,Yes,Mid-level,2025-02-02,No,486,"SQL, Big Data, ETL, Tableau, Excel, Python",£40K - £50K
Found By Few,Online Data Analyst,Spain,No,Freelance,2025-02-02,No,258,"Excel, ETL, Python, Data Visualization",£40K - £50K
CapsLock,Data Science Intern,France,No,Internship,2025-01-30,Yes,352,"Statistics, Machine Learning, SQL",€35K - €45K
TELUS Digital,Data Scientist,United Kingdom,Yes,Entry-level,2025-02-16,Yes,433,"Data Visualization, SQL, Big Data",€50K - €60K
CapsLock,Data Science Intern,Germany,Yes,Fellowship,2025-01-31,No,16,"Tableau, Power BI, Data Visualization, Python, Machine Learning",€50K - €60K
Binance,Freelance Online Data Analyst,United Kingdom,No,Freelance,2025-02-12,No,368,"Tableau, Python, Data Visualization, Machine Learning",Not Disclosed
CapsLock,Freelance Online Data Analyst,UAE,No,Trainee,2025-02-01,Yes,304,"Statistics, ETL, Python",$70K - $90K
Binance,Freelance Online Data Analyst,Portugal,Yes,Freelance,2025-02-07,Yes,21,"Big Data, Python, Excel, Power BI, Data Visualization, Tableau",£40K - £50K
Found By Few,Data Analyst,Norway,No,Trainee,2025-01-28,Yes,172,"Excel, SQL, Data Visualization, Statistics, ETL",£40K - £50K
TELUS Digital,Online Data Analyst,Italy,Yes,Entry-level,2025-01-31,Yes,54,"SQL, Big Data, Tableau",€35K - €45K
Oeson Learning™,Data Science Intern,Ireland,No,Entry-level,2025-02-04,No,283,"Excel, SQL, Machine Learning",€50K - €60K
Found By Few,Data Analyst,Portugal,Yes,Trainee,2025-02-11,Yes,352,"Big Data, SQL, Power BI, Machine Learning, Data Visualization",$70K - $90K
Found By Few,Data Science Intern,Germany,No,Internship,2025-02-13,No,66,"Big Data, Tableau, ETL, Excel, SQL, Machine Learning",£40K - £50K
CapsLock,Data Analyst,Spain,No,Freelance,2025-02-02,No,281,"Tableau, Data Visualization, SQL, Machine Learning, Excel, Big Data",£30K - £40K
Dataleum,Data Scientist,United Kingdom,Yes,Entry-level,2025-02-22,No,130,"Data Visualization, Power BI, Python, Statistics, SQL",£30K - £40K
Found By Few,Online Data Analyst,Germany,Yes,Entry-level,2025-02-07,No,399,"Machine Learning, Power BI, Statistics, Python, Tableau",$70K - $90K
CONNECTMETA.AI,Sustainability Data Analyst,Italy,No,Entry-level,2025-02-10,No,457,"SQL, Tableau, Python, Excel",€50K - €60K
Binance,Data Science Intern,Nigeria,No,Senior,2025-01-30,No,263,"SQL, Tableau, Python, ETL",€50K - €60K
CapsLock,Trainee Data Analyst,Spain,No,Fellowship,2025-02-20,No,236,"Data Visualization, Big Data, SQL",$50K - $70K
CapsLock,Data Analyst,Poland,No,Mid-level,2025-02-22,Yes,103,"Machine Learning, Excel, Tableau",Not Disclosed
Talent Glider,Data Scientist,Nigeria,No,Entry-level,2025-02-05,Yes,22,"Excel, Python, Big Data, Machine Learning",£30K - £40K
Dataleum,Trainee Data Analyst,Ireland,Yes,Mid-level,2025-01-31,Yes,10,"Tableau, ETL, Data Visualization",€35K - €45K
Cochrane,Online Data Analyst,Portugal,No,Mid-level,2025-01-25,Yes,444,"Statistics, Python, Big Data, SQL, Tableau, Excel",£40K - £50K
CONNECTMETA.AI,Data Science Intern,United Kingdom,No,Trainee,2025-02-22,No,27,"Statistics, Data Visualization, Machine Learning",$70K - $90K
TELUS Digital,Data Science Intern,Ireland,Yes,Trainee,2025-02-21,No,473,"Power BI, Python, ETL, SQL",€35K - €45K
Talent Glider,Data Science Intern,Italy,No,Internship,2025-01-27,Yes,47,"Tableau, ETL, Excel, SQL, Python, Statistics",£40K - £50K
CapsLock,Data Analyst,Spain,Yes,Senior,2025-01-25,No,391,"Power BI, Excel, Tableau, Python, Machine Learning, Data Visualization",€50K - €60K
Talent Glider,Data Science Intern,Norway,No,Freelance,2025-02-22,Yes,295,"Power BI, SQL, Data Visualization, Statistics",€50K - €60K
Cochrane,Online Data Analyst,France,Yes,Trainee,2025-01-26,No,23,"Big Data, Data Visualization, Power BI, Tableau",£40K - £50K
CONNECTMETA.AI,Online Data Analyst,Norway,Yes,Mid-level,2025-02-16,No,148,"Statistics, Python, SQL, Power BI",€50K - €60K
CONNECTMETA.AI,Data Analyst,Spain,No,Freelance,2025-02-12,No,462,"Power BI, Tableau, SQL, ETL",$50K - $70K
Talent Glider,Trainee Data Analyst,Norway,No,Freelance,2025-01-26,No,450,"Statistics, Machine Learning, SQL, ETL, Data Visualization",£40K - £50K
Cochrane,Data Analyst,Germany,No,Senior,2025-02-12,No,309,"Tableau, SQL, Python",€35K - €45K
Found By Few,Freelance Online Data Analyst,Portugal,Yes,Mid-level,2025-01-24,No,253,"Power BI, Statistics, Data Visualization, Machine Learning, Excel, ETL",$50K - $70K
Oeson Learning™,Data Science Intern,Germany,Yes,Mid-level,2025-01-31,No,361,"ETL, Python, Tableau, SQL, Data Visualization, Power BI",Not Disclosed
CONNECTMETA.AI,Data Scientist,UAE,Yes,Senior,2025-02-20,Yes,271,"Data Visualization, Python, Power BI, SQL",$50K - $70K
Cochrane,Data Scientist,Poland,No,Senior,2025-02-06,Yes,402,"Data Visualization, SQL, Big Data, Power BI",£40K - £50K
Dataleum,Sustainability Data Analyst,Nigeria,No,Internship,2025-02-21,No,246,"Python, Machine Learning, SQL",$50K - $70K
Dataleum,Sustainability Data Analyst,United Kingdom,No,Internship,2025-02-09,No,451,"Data Visualization, Statistics, Excel, Tableau, Power BI",$70K - $90K
TELUS Digital,Data Science Intern,Nigeria,Yes,Freelance,2025-01-25,Yes,278,"Big Data, Machine Learning, Excel, Power BI",$50K - $70K
CONNECTMETA.AI,Online Data Analyst,Italy,No,Fellowship,2025-01-29,Yes,169,"Statistics, Excel, Tableau, ETL",€50K - €60K
CONNECTMETA.AI,Freelance Online Data Analyst,Poland,Yes,Mid-level,2025-01-24,Yes,371,"SQL, Statistics, Big Data, ETL, Excel",£40K - £50K
Dataleum,Trainee Data Analyst,Spain,Yes,Freelance,2025-02-15,Yes,140,"Power BI, Tableau, ETL, Python",$70K - $90K
Talent Glider,Online Data Analyst,Norway,No,Entry-level,2025-02-08,No,410,"Data Visualization, Tableau, Big Data",£40K - £50K
CONNECTMETA.AI,Trainee Data Analyst,UAE,Yes,Senior,2025-02-07,No,202,"SQL, Power BI, ETL",£40K - £50K
Cochrane,Online Data Analyst,UAE,No,Fellowship,2025-01-30,Yes,204,"Power BI, Python, Tableau, SQL",Not Disclosed
Found By Few,Data Scientist,Saudi Arabia,No,Senior,2025-02-21,No,458,"SQL, Power BI, Statistics",£40K - £50K
Talent Glider,Sustainability Data Analyst,Italy,Yes,Trainee,2025-02-14,Yes,36,"ETL, SQL, Statistics",€35K - €45K
CONNECTMETA.AI,Trainee Data Analyst,UAE,No,Mid-level,2025-02-08,No,220,"Big Data, SQL, Machine Learning",£30K - £40K
CONNECTMETA.AI,Online Data Analyst,Spain,No,Senior,2025-02-18,Yes,71,"Statistics, Machine Learning, Python, ETL, Power BI",Not Disclosed
Peroptyx,Sustainability Data Analyst,Nigeria,Yes,Senior,2025-02-18,No,38,"ETL, Power BI, Tableau, Python, Machine Learning",£30K - £40K
Binance,Data Analyst,UAE,Yes,Entry-level,2025-02-05,Yes,377,"Statistics, Python, Big Data",£40K - £50K
Dataleum,Data Analyst,Portugal,Yes,Entry-level,2025-01-27,Yes,100,"Python, Power BI, Machine Learning",€35K - €45K
Binance,Online Data Analyst,France,No,Trainee,2025-02-02,Yes,438,"Power BI, Python, Big Data, Excel, Data Visualization, SQL",$50K - $70K
CONNECTMETA.AI,Data Analyst,Germany,No,Fellowship,2025-01-26,No,264,"Excel, Tableau, Big Data, Machine Learning",€35K - €45K
CONNECTMETA.AI,Sustainability Data Analyst,France,Yes,Freelance,2025-02-13,No,416,"ETL, SQL, Python, Power BI",$50K - $70K
Peroptyx,Sustainability Data Analyst,Norway,Yes,Fellowship,2025-02-04,No,308,"Power BI, SQL, ETL",£40K - £50K
Cochrane,Freelance Online Data Analyst,Germany,No,Internship,2025-01-24,Yes,329,"SQL, Power BI, Data Visualization",€35K - €45K
TELUS Digital,Data Analyst,Spain,Yes,Senior,2025-02-20,No,83,"Tableau, Power BI, Statistics, Data Visualization, Machine Learning, Excel",€50K - €60K
Oeson Learning™,Data Science Intern,Portugal,Yes,Trainee,2025-02-13,Yes,276,"SQL, Statistics, Power BI, Data Visualization, Machine Learning",£40K - £50K
Peroptyx,Data Science Intern,UAE,No,Trainee,2025-02-09,No,359,"Big Data, Data Visualization, Python, Tableau, Machine Learning",Not Disclosed
CONNECTMETA.AI,Data Analyst,Italy,Yes,Fellowship,2025-02-03,Yes,410,"Machine Learning, Excel, Data Visualization, SQL, Power BI",€35K - €45K
Peroptyx,Data Analyst,United Kingdom,Yes,Senior,2025-02-17,No,305,"Excel, Statistics, Machine Learning, Data Visualization, Tableau",€35K - €45K
